Freq:2:1.2:1.3
Nodes:3

#time  node1  node2     pathloss 
341.002440647  3  2 1000.000000 146.902473
342.000005000  1  3 142.694457  1000.000000
342.002440667  3  2 1000.000000 146.883871
343.000005000  1  3 142.714186  1000.000000
343.002440683  3  2 1000.000000 146.868353
344.000005000  1  3 142.737832  1000.000000
344.002440703  3  2 1000.000000 146.849714
345.000005000  1  3 142.757512  1000.000000
345.002440720  3  2 1000.000000 146.834166
346.000005000  1  3 142.781099  1000.000000
346.002440740  3  2 1000.000000 146.815490
347.000005000  1  3 142.800731  1000.000000
347.002440757  3  2 1000.000000 146.799911
348.000005000  1  3 142.824259  1000.000000
348.002440777  3  2 1000.000000 146.781198
349.000005000  1  3 142.843842  1000.000000
349.002440793  3  2 1000.000000 146.765589
350.000005000  1  3 142.867312  1000.000000
350.002440813  3  2 1000.000000 146.746839
351.000005000  1  3 142.890750  1000.000000
351.002440833  3  2 1000.000000 146.728069
352.000005000  1  3 142.910258  1000.000000
352.002440850  3  2 1000.000000 146.712412
353.000005000  1  3 142.933639  1000.000000
353.002440870  3  2 1000.000000 146.693604
354.000005000  1  3 142.953098  1000.000000
354.002440887  3  2 1000.000000 146.677916
355.000005000  1  3 142.976421  1000.000000
355.002440907  3  2 1000.000000 146.659071
356.000005000  1  3 142.995833  1000.000000
356.002440923  3  2 1000.000000 146.643351
357.000005000  1  3 143.019099  1000.000000
357.002440943  3  2 1000.000000 146.624469
358.000005000  1  3 143.038464  1000.000000
358.002440960  3  2 1000.000000 146.608718
359.000005000  1  3 143.061672  1000.000000
359.002440980  3  2 1000.000000 146.589798
360.000005000  1  3 143.084850  1000.000000
360.002441000  3  2 1000.000000 146.570857
361.000005000  1  3 143.104141  1000.000000
361.002441017  3  2 1000.000000 146.555058
362.000005000  1  3 143.127263  1000.000000
362.002441037  3  2 1000.000000 146.536079
363.000005000  1  3 143.146507  1000.000000
363.002441053  3  2 1000.000000 146.520247
364.000005000  1  3 143.169572  1000.000000
364.002441073  3  2 1000.000000 146.501231
365.000005000  1  3 143.188769  1000.000000
365.002441090  3  2 1000.000000 146.485368
366.000005000  1  3 143.211778  1000.000000
366.002441110  3  2 1000.000000 146.466313
367.000005000  1  3 143.230929  1000.000000
367.002441127  3  2 1000.000000 146.450417
368.000005000  1  3 143.253883  1000.000000
368.002441147  3  2 1000.000000 146.431324
369.000005000  1  3 143.276806  1000.000000
369.002441167  3  2 1000.000000 146.412210
370.000005000  1  3 143.295885  1000.000000
370.002441183  3  2 1000.000000 146.396265
371.000005000  1  3 143.318753  1000.000000
371.002441203  3  2 1000.000000 146.377112
372.000005000  1  3 143.337786  1000.000000
372.002441220  3  2 1000.000000 146.361135
373.000005000  1  3 143.360599  1000.000000
373.002441240  3  2 1000.000000 146.341943
374.000005000  1  3 143.379586  1000.000000
374.002441257  3  2 1000.000000 146.325934
375.000005000  1  3 143.402344  1000.000000
375.002441277  3  2 1000.000000 146.306703
376.000005000  1  3 143.421286  1000.000000
376.002441293  3  2 1000.000000 146.290661
377.000005000  1  3 143.443989  1000.000000
377.002441313  3  2 1000.000000 146.271391
378.000005000  1  3 143.466663  1000.000000
378.002441333  3  2 1000.000000 146.252100
379.000005000  1  3 143.485535  1000.000000
379.002441350  3  2 1000.000000 146.236008
380.000005000  1  3 143.508155  1000.000000
380.002441370  3  2 1000.000000 146.216677
381.000005000  1  3 143.526982  1000.000000
381.002441387  3  2 1000.000000 146.200552
382.000005000  1  3 143.549547  1000.000000
382.002441407  3  2 1000.000000 146.181182
383.000005000  1  3 143.568330  1000.000000
383.002441423  3  2 1000.000000 146.165023
384.000005000  1  3 143.590842  1000.000000
384.002441443  3  2 1000.000000 146.145613
385.000005000  1  3 143.609579  1000.000000
385.002441460  3  2 1000.000000 146.129422
386.000005000  1  3 143.632038  1000.000000
386.002441480  3  2 1000.000000 146.109972
387.000005000  1  3 143.654468  1000.000000
387.002441500  3  2 1000.000000 146.090501
388.000005000  1  3 143.673137  1000.000000
388.002441517  3  2 1000.000000 146.074258
389.000005000  1  3 143.695514  1000.000000
389.002441537  3  2 1000.000000 146.054746
390.000005000  1  3 143.714139  1000.000000
390.002441553  3  2 1000.000000 146.038470
391.000005000  1  3 143.736463  1000.000000
391.002441573  3  2 1000.000000 146.018918
392.000005000  1  3 143.755044  1000.000000
392.002441590  3  2 1000.000000 146.002608
393.000005000  1  3 143.777316  1000.000000
393.002441610  3  2 1000.000000 145.983016
394.000005000  1  3 143.795854  1000.000000
394.002441627  3  2 1000.000000 145.966672
395.000005000  1  3 143.818073  1000.000000
395.002441647  3  2 1000.000000 145.947039
396.000005000  1  3 143.840264  1000.000000
396.002441667  3  2 1000.000000 145.927384
397.000005000  1  3 143.858735  1000.000000
397.002441683  3  2 1000.000000 145.910988
398.000005000  1  3 143.880874  1000.000000
398.002441703  3  2 1000.000000 145.891292
399.000005000  1  3 143.899301  1000.000000
399.002441720  3  2 1000.000000 145.874862
400.000005000  1  3 143.921389  1000.000000
400.002441740  3  2 1000.000000 145.855125
401.000005000  1  3 143.939774  1000.000000
401.002441757  3  2 1000.000000 145.838660
402.000005000  1  3 143.961810  1000.000000
402.002441777  3  2 1000.000000 145.818882
403.000005000  1  3 143.980152  1000.000000
403.002441793  3  2 1000.000000 145.802383
404.000005000  1  3 144.002137  1000.000000
404.002441813  3  2 1000.000000 145.782564
405.000005000  1  3 144.024094  1000.000000
405.002441833  3  2 1000.000000 145.762722
406.000005000  1  3 144.042370  1000.000000
406.002441850  3  2 1000.000000 145.746169
407.000005000  1  3 144.064277  1000.000000
407.002441870  3  2 1000.000000 145.726286
408.000005000  1  3 144.082511  1000.000000
408.002441887  3  2 1000.000000 145.709698
409.000005000  1  3 144.104367  1000.000000
409.002441907  3  2 1000.000000 145.689773
410.000005000  1  3 144.122559  1000.000000
410.002441923  3  2 1000.000000 145.673151
411.000005000  1  3 144.144365  1000.000000
411.002441943  3  2 1000.000000 145.653183
412.000005000  1  3 144.162515  1000.000000
412.002441960  3  2 1000.000000 145.636526
413.000005000  1  3 144.184271  1000.000000
413.002441980  3  2 1000.000000 145.616516
414.000005000  1  3 144.205999  1000.000000
414.002442000  3  2 1000.000000 145.596483
415.000005000  1  3 144.224085  1000.000000
415.002442017  3  2 1000.000000 145.579772
416.000005000  1  3 144.245764  1000.000000
416.002442037  3  2 1000.000000 145.559696
417.000005000  1  3 144.263809  1000.000000
417.002442053  3  2 1000.000000 145.542949
418.000005000  1  3 144.285438  1000.000000
418.002442073  3  2 1000.000000 145.522831
419.000005000  1  3 144.303442  1000.000000
419.002442090  3  2 1000.000000 145.506049
420.000005000  1  3 144.325021  1000.000000
420.002442110  3  2 1000.000000 145.485888
421.000005000  1  3 144.342984  1000.000000
421.002442127  3  2 1000.000000 145.469070
422.000005000  1  3 144.364515  1000.000000
422.002442147  3  2 1000.000000 145.448866
423.000005000  1  3 144.386019  1000.000000
423.002442167  3  2 1000.000000 145.428639
424.000005000  1  3 144.403919  1000.000000
424.002442183  3  2 1000.000000 145.411765
425.000005000  1  3 144.425374  1000.000000
425.002442203  3  2 1000.000000 145.391494
426.000005000  1  3 144.443234  1000.000000
426.002442220  3  2 1000.000000 145.374584
427.000005000  1  3 144.464641  1000.000000
427.002442240  3  2 1000.000000 145.354270
428.000005000  1  3 144.482460  1000.000000
428.002442257  3  2 1000.000000 145.337324
429.000005000  1  3 144.503819  1000.000000
429.002442277  3  2 1000.000000 145.316966
430.000005000  1  3 144.521598  1000.000000
430.002442293  3  2 1000.000000 145.299983
431.000005000  1  3 144.542908  1000.000000
431.002442313  3  2 1000.000000 145.279582
432.000005000  1  3 144.564193  1000.000000
432.002442333  3  2 1000.000000 145.259157
433.000005000  1  3 144.581910  1000.000000
433.002442350  3  2 1000.000000 145.242117
434.000005000  1  3 144.603147  1000.000000
434.002442370  3  2 1000.000000 145.221648
435.000005000  1  3 144.620825  1000.000000
435.002442387  3  2 1000.000000 145.204571
436.000005000  1  3 144.642014  1000.000000
436.002442407  3  2 1000.000000 145.184057
437.000005000  1  3 144.659652  1000.000000
437.002442423  3  2 1000.000000 145.166944
438.000005000  1  3 144.680794  1000.000000
438.002442443  3  2 1000.000000 145.146386
439.000005000  1  3 144.698393  1000.000000
439.002442460  3  2 1000.000000 145.129235
440.000005000  1  3 144.719488  1000.000000
440.002442480  3  2 1000.000000 145.108632
441.000005000  1  3 144.740558  1000.000000
441.002442500  3  2 1000.000000 145.088005
442.000005000  1  3 144.758096  1000.000000
442.002442517  3  2 1000.000000 145.070796
443.000005000  1  3 144.779119  1000.000000
443.002442537  3  2 1000.000000 145.050124
444.000005000  1  3 144.796618  1000.000000
444.002442553  3  2 1000.000000 145.032878
445.000005000  1  3 144.817594  1000.000000
445.002442573  3  2 1000.000000 145.012160
446.000005000  1  3 144.835055  1000.000000
446.002442590  3  2 1000.000000 144.994877
447.000005000  1  3 144.855985  1000.000000
447.002442610  3  2 1000.000000 144.974114
448.000005000  1  3 144.873407  1000.000000
448.002442627  3  2 1000.000000 144.956792
449.000005000  1  3 144.894291  1000.000000
449.002442647  3  2 1000.000000 144.935983
450.000005000  1  3 144.915150  1000.000000
450.002442667  3  2 1000.000000 144.915150
451.000005000  1  3 144.932513  1000.000000
451.002442683  3  2 1000.000000 144.897769
452.000005000  1  3 144.953326  1000.000000
452.002442703  3  2 1000.000000 144.876890
453.000005000  1  3 144.970651  1000.000000
453.002442720  3  2 1000.000000 144.859471
454.000005000  1  3 144.991418  1000.000000
454.002442740  3  2 1000.000000 144.838545
455.000005000  1  3 145.008705  1000.000000
455.002442757  3  2 1000.000000 144.821088
456.000005000  1  3 145.029427  1000.000000
456.002442777  3  2 1000.000000 144.800116
457.000005000  1  3 145.046676  1000.000000
457.002442793  3  2 1000.000000 144.782620
458.000005000  1  3 145.067353  1000.000000
458.002442813  3  2 1000.000000 144.761602
459.000005000  1  3 145.088005  1000.000000
459.002442833  3  2 1000.000000 144.740558
460.000005000  1  3 145.105196  1000.000000
460.002442850  3  2 1000.000000 144.723001
461.000005000  1  3 145.125803  1000.000000
461.002442870  3  2 1000.000000 144.701911
462.000005000  1  3 145.142957  1000.000000
462.002442887  3  2 1000.000000 144.684315
463.000005000  1  3 145.163519  1000.000000
463.002442907  3  2 1000.000000 144.663178
464.000005000  1  3 145.180636  1000.000000
464.002442923  3  2 1000.000000 144.645543
465.000005000  1  3 145.201154  1000.000000
465.002442943  3  2 1000.000000 144.624358
466.000005000  1  3 145.218234  1000.000000
466.002442960  3  2 1000.000000 144.606684
467.000005000  1  3 145.238707  1000.000000
467.002442980  3  2 1000.000000 144.585451
468.000005000  1  3 145.259157  1000.000000
468.002443000  3  2 1000.000000 144.564193
469.000005000  1  3 145.276179  1000.000000
469.002443017  3  2 1000.000000 144.546457
470.000005000  1  3 145.296585  1000.000000
470.002443037  3  2 1000.000000 144.525151
471.000005000  1  3 145.313571  1000.000000
471.002443053  3  2 1000.000000 144.507376
472.000005000  1  3 145.333933  1000.000000
472.002443073  3  2 1000.000000 144.486021
473.000005000  1  3 145.350882  1000.000000
473.002443090  3  2 1000.000000 144.468206
474.000005000  1  3 145.371200  1000.000000
474.002443110  3  2 1000.000000 144.446803
475.000005000  1  3 145.388114  1000.000000
475.002443127  3  2 1000.000000 144.428948
476.000005000  1  3 145.408388  1000.000000
476.002443147  3  2 1000.000000 144.407497
477.000005000  1  3 145.428639  1000.000000
477.002443167  3  2 1000.000000 144.386019
478.000005000  1  3 145.445496  1000.000000
478.002443183  3  2 1000.000000 144.368101
479.000005000  1  3 145.465704  1000.000000
479.002443203  3  2 1000.000000 144.346575
480.000005000  1  3 145.482526  1000.000000
480.002443220  3  2 1000.000000 144.328615
481.000005000  1  3 145.502690  1000.000000
481.002443240  3  2 1000.000000 144.307040
482.000005000  1  3 145.519476  1000.000000
482.002443257  3  2 1000.000000 144.289040
483.000005000  1  3 145.539598  1000.000000
483.002443277  3  2 1000.000000 144.267415
484.000005000  1  3 145.556348  1000.000000
484.002443293  3  2 1000.000000 144.249374
485.000005000  1  3 145.576427  1000.000000
485.002443313  3  2 1000.000000 144.227700
486.000005000  1  3 145.596483  1000.000000
486.002443333  3  2 1000.000000 144.205999
487.000005000  1  3 145.613179  1000.000000
487.002443350  3  2 1000.000000 144.187894
488.000005000  1  3 145.633193  1000.000000
488.002443370  3  2 1000.000000 144.166143
489.000005000  1  3 145.649853  1000.000000
489.002443387  3  2 1000.000000 144.147996
490.000005000  1  3 145.669824  1000.000000
490.002443407  3  2 1000.000000 144.126195
491.000005000  1  3 145.686450  1000.000000
491.002443423  3  2 1000.000000 144.108007
492.000005000  1  3 145.706379  1000.000000
492.002443443  3  2 1000.000000 144.086156
493.000005000  1  3 145.722969  1000.000000
493.002443460  3  2 1000.000000 144.067925
494.000005000  1  3 145.742857  1000.000000
494.002443480  3  2 1000.000000 144.046023
495.000005000  1  3 145.762722  1000.000000
495.002443500  3  2 1000.000000 144.024094
496.000005000  1  3 145.779258  1000.000000
496.002443517  3  2 1000.000000 144.005798
497.000005000  1  3 145.799082  1000.000000
497.002443537  3  2 1000.000000 143.983818
498.000005000  1  3 145.815584  1000.000000
498.002443553  3  2 1000.000000 143.965480
499.000005000  1  3 145.835366  1000.000000
499.002443573  3  2 1000.000000 143.943448
500.000005000  1  3 145.851833  1000.000000
500.002443590  3  2 1000.000000 143.925067
501.000005000  1  3 145.871574  1000.000000
501.002443610  3  2 1000.000000 143.902985
502.000005000  1  3 145.888007  1000.000000
502.002443627  3  2 1000.000000 143.884561
503.000005000  1  3 145.907707  1000.000000
503.002443647  3  2 1000.000000 143.862427
504.000005000  1  3 145.927384  1000.000000
504.002443667  3  2 1000.000000 143.840264
505.000005000  1  3 145.943765  1000.000000
505.002443683  3  2 1000.000000 143.821774
506.000005000  1  3 145.963402  1000.000000
506.002443703  3  2 1000.000000 143.799559
507.000005000  1  3 145.979749  1000.000000
507.002443720  3  2 1000.000000 143.781025
508.000005000  1  3 145.999344  1000.000000
508.002443740  3  2 1000.000000 143.758758
509.000005000  1  3 146.015658  1000.000000
509.002443757  3  2 1000.000000 143.740181
510.000005000  1  3 146.035213  1000.000000
510.002443777  3  2 1000.000000 143.717862
511.000005000  1  3 146.051492  1000.000000
511.002443793  3  2 1000.000000 143.699240
512.000005000  1  3 146.071008  1000.000000
512.002443813  3  2 1000.000000 143.676869
513.000005000  1  3 146.090501  1000.000000
513.002443833  3  2 1000.000000 143.654468
514.000005000  1  3 146.106729  1000.000000
514.002443850  3  2 1000.000000 143.635778
515.000005000  1  3 146.126182  1000.000000
515.002443870  3  2 1000.000000 143.613325
516.000005000  1  3 146.142376  1000.000000
516.002443887  3  2 1000.000000 143.594591
517.000005000  1  3 146.161790  1000.000000
517.002443907  3  2 1000.000000 143.572084
518.000005000  1  3 146.177951  1000.000000
518.002443923  3  2 1000.000000 143.553305
519.000005000  1  3 146.197325  1000.000000
519.002443943  3  2 1000.000000 143.530745
520.000005000  1  3 146.213453  1000.000000
520.002443960  3  2 1000.000000 143.511922
521.000005000  1  3 146.232787  1000.000000
521.002443980  3  2 1000.000000 143.489307
522.000005000  1  3 146.252100  1000.000000
522.002444000  3  2 1000.000000 143.466663
523.000005000  1  3 146.268178  1000.000000
523.002444017  3  2 1000.000000 143.447770
524.000005000  1  3 146.287451  1000.000000
524.002444037  3  2 1000.000000 143.425072
525.000005000  1  3 146.303496  1000.000000
525.002444053  3  2 1000.000000 143.406134
526.000005000  1  3 146.322730  1000.000000
526.002444073  3  2 1000.000000 143.383381
527.000005000  1  3 146.338743  1000.000000
527.002444090  3  2 1000.000000 143.364398
528.000005000  1  3 146.357938  1000.000000
528.002444110  3  2 1000.000000 143.341590
529.000005000  1  3 146.373918  1000.000000
529.002444127  3  2 1000.000000 143.322561
530.000005000  1  3 146.393074  1000.000000
530.002444147  3  2 1000.000000 143.299698
531.000005000  1  3 146.412210  1000.000000
531.002444167  3  2 1000.000000 143.276806
532.000005000  1  3 146.428140  1000.000000
532.002444183  3  2 1000.000000 143.257705
533.000005000  1  3 146.447237  1000.000000
533.002444203  3  2 1000.000000 143.234757
534.000005000  1  3 146.463135  1000.000000
534.002444220  3  2 1000.000000 143.215610
535.000005000  1  3 146.482193  1000.000000
535.002444240  3  2 1000.000000 143.192606
536.000005000  1  3 146.498059  1000.000000
536.002444257  3  2 1000.000000 143.173413
537.000005000  1  3 146.517079  1000.000000
537.002444277  3  2 1000.000000 143.150353
538.000005000  1  3 146.532914  1000.000000
538.002444293  3  2 1000.000000 143.131113
539.000005000  1  3 146.551896  1000.000000
539.002444313  3  2 1000.000000 143.107997
540.000005000  1  3 146.570857  1000.000000
540.002444333  3  2 1000.000000 143.084850
541.000005000  1  3 146.586643  1000.000000
541.002444350  3  2 1000.000000 143.065537
542.000005000  1  3 146.605566  1000.000000
542.002444370  3  2 1000.000000 143.042334
543.000005000  1  3 146.621320  1000.000000
543.002444387  3  2 1000.000000 143.022974
544.000005000  1  3 146.640206  1000.000000
544.002444407  3  2 1000.000000 142.999713
545.000005000  1  3 146.655928  1000.000000
545.002444423  3  2 1000.000000 142.980306
546.000005000  1  3 146.674776  1000.000000
546.002444443  3  2 1000.000000 142.956988
547.000005000  1  3 146.690468  1000.000000
547.002444460  3  2 1000.000000 142.937532
548.000005000  1  3 146.709279  1000.000000
548.002444480  3  2 1000.000000 142.914157
549.000005000  1  3 146.728069  1000.000000
549.002444500  3  2 1000.000000 142.890750
550.000005000  1  3 146.743712  1000.000000
550.002444517  3  2 1000.000000 142.871220
551.000005000  1  3 146.762465  1000.000000
551.002444537  3  2 1000.000000 142.847755
552.000005000  1  3 146.778078  1000.000000
552.002444553  3  2 1000.000000 142.828177
553.000005000  1  3 146.796794  1000.000000
553.002444573  3  2 1000.000000 142.804654
554.000005000  1  3 146.812375  1000.000000
554.002444590  3  2 1000.000000 142.785027
555.000005000  1  3 146.831055  1000.000000
555.002444610  3  2 1000.000000 142.761446
556.000005000  1  3 146.846606  1000.000000
556.002444627  3  2 1000.000000 142.741770
557.000005000  1  3 146.865248  1000.000000
557.002444647  3  2 1000.000000 142.718129
558.000005000  1  3 146.883871  1000.000000
558.002444667  3  2 1000.000000 142.694457
559.000005000  1  3 146.899374  1000.000000
559.002444683  3  2 1000.000000 142.674705
560.000005000  1  3 146.917960  1000.000000
560.002444703  3  2 1000.000000 142.650973
561.000005000  1  3 146.933434  1000.000000
561.002444720  3  2 1000.000000 142.631171
562.000005000  1  3 146.951983  1000.000000
562.002444740  3  2 1000.000000 142.607380
563.000005000  1  3 146.967426  1000.000000
563.002444757  3  2 1000.000000 142.587529
564.000005000  1  3 146.985940  1000.000000
564.002444777  3  2 1000.000000 142.563677
565.000005000  1  3 147.001352  1000.000000
565.002444793  3  2 1000.000000 142.543776
566.000005000  1  3 147.019830  1000.000000
566.002444813  3  2 1000.000000 142.519864
567.000005000  1  3 147.038288  1000.000000
567.002444833  3  2 1000.000000 142.495920
568.000005000  1  3 147.053654  1000.000000
568.002444850  3  2 1000.000000 142.475941
569.000005000  1  3 147.072076  1000.000000
569.002444870  3  2 1000.000000 142.451936
570.000005000  1  3 147.087412  1000.000000
570.002444887  3  2 1000.000000 142.431906
571.000005000  1  3 147.105799  1000.000000
571.002444907  3  2 1000.000000 142.407840
572.000005000  1  3 147.121105  1000.000000
572.002444923  3  2 1000.000000 142.387759
573.000005000  1  3 147.139456  1000.000000
573.002444943  3  2 1000.000000 142.363632
574.000005000  1  3 147.154733  1000.000000
574.002444960  3  2 1000.000000 142.343500
575.000005000  1  3 147.173048  1000.000000
575.002444980  3  2 1000.000000 142.319311
576.000005000  1  3 147.191344  1000.000000
576.002445000  3  2 1000.000000 142.295088
577.000005000  1  3 147.206576  1000.000000
577.002445017  3  2 1000.000000 142.274876
578.000005000  1  3 147.224836  1000.000000
578.002445037  3  2 1000.000000 142.250591
579.000005000  1  3 147.240038  1000.000000
579.002445053  3  2 1000.000000 142.230328
580.000005000  1  3 147.258264  1000.000000
580.002445073  3  2 1000.000000 142.205981
581.000005000  1  3 147.273437  1000.000000
581.002445090  3  2 1000.000000 142.185665
582.000005000  1  3 147.291627  1000.000000
582.002445110  3  2 1000.000000 142.161255
583.000005000  1  3 147.306771  1000.000000
583.002445127  3  2 1000.000000 142.140887
584.000005000  1  3 147.324927  1000.000000
584.002445147  3  2 1000.000000 142.116414
585.000005000  1  3 147.343063  1000.000000
585.002445167  3  2 1000.000000 142.091907
586.000005000  1  3 147.358163  1000.000000
586.002445183  3  2 1000.000000 142.071457
587.000005000  1  3 147.376265  1000.000000
587.002445203  3  2 1000.000000 142.046886
588.000005000  1  3 147.391335  1000.000000
588.002445220  3  2 1000.000000 142.026384
589.000005000  1  3 147.409403  1000.000000
589.002445240  3  2 1000.000000 142.001749
590.000005000  1  3 147.424444  1000.000000
590.002445257  3  2 1000.000000 141.981193
591.000005000  1  3 147.442477  1000.000000
591.002445277  3  2 1000.000000 141.956494
592.000005000  1  3 147.457491  1000.000000
592.002445293  3  2 1000.000000 141.935884
593.000005000  1  3 147.475489  1000.000000
593.002445313  3  2 1000.000000 141.911120
594.000005000  1  3 147.493469  1000.000000
594.002445333  3  2 1000.000000 141.886321
595.000005000  1  3 147.508439  1000.000000
595.002445350  3  2 1000.000000 141.865628
596.000005000  1  3 147.526385  1000.000000
596.002445370  3  2 1000.000000 141.840764
597.000005000  1  3 147.541326  1000.000000
597.002445387  3  2 1000.000000 141.820017
598.000005000  1  3 147.559238  1000.000000
598.002445407  3  2 1000.000000 141.795087
599.000005000  1  3 147.574150  1000.000000
599.002445423  3  2 1000.000000 141.774285
600.000005000  1  3 147.592029  1000.000000
600.002445443  3  2 1000.000000 141.749290
601.000005000  1  3 147.606913  1000.000000
601.002445460  3  2 1000.000000 141.728433
602.000005000  1  3 147.624758  1000.000000
602.002445480  3  2 1000.000000 141.703371
603.000005000  1  3 147.642584  1000.000000
603.002445500  3  2 1000.000000 141.678274
604.000005000  1  3 147.657426  1000.000000
604.002445517  3  2 1000.000000 141.657331
605.000005000  1  3 147.675218  1000.000000
605.002445537  3  2 1000.000000 141.632167
606.000005000  1  3 147.690032  1000.000000
606.002445553  3  2 1000.000000 141.611169
607.000005000  1  3 147.707792  1000.000000
607.002445573  3  2 1000.000000 141.585937
608.000005000  1  3 147.722577  1000.000000
608.002445590  3  2 1000.000000 141.564883
609.000005000  1  3 147.740304  1000.000000
609.002445610  3  2 1000.000000 141.539584
610.000005000  1  3 147.755062  1000.000000
610.002445627  3  2 1000.000000 141.518474
611.000005000  1  3 147.772755  1000.000000
611.002445647  3  2 1000.000000 141.493107
612.000005000  1  3 147.790430  1000.000000
612.002445667  3  2 1000.000000 141.467704
613.000005000  1  3 147.805146  1000.000000
613.002445683  3  2 1000.000000 141.446506
614.000005000  1  3 147.822788  1000.000000
614.002445703  3  2 1000.000000 141.421034
615.000005000  1  3 147.837476  1000.000000
615.002445720  3  2 1000.000000 141.399779
616.000005000  1  3 147.855086  1000.000000
616.002445740  3  2 1000.000000 141.374238
617.000005000  1  3 147.869747  1000.000000
617.002445757  3  2 1000.000000 141.352926
618.000005000  1  3 147.887324  1000.000000
618.002445777  3  2 1000.000000 141.327317
619.000005000  1  3 147.901957  1000.000000
619.002445793  3  2 1000.000000 141.305946
620.000005000  1  3 147.919502  1000.000000
620.002445813  3  2 1000.000000 141.280267
621.000005000  1  3 147.937028  1000.000000
621.002445833  3  2 1000.000000 141.254551
622.000005000  1  3 147.951620  1000.000000
622.002445850  3  2 1000.000000 141.233091
623.000005000  1  3 147.969115  1000.000000
623.002445870  3  2 1000.000000 141.207304
624.000005000  1  3 147.983680  1000.000000
624.002445887  3  2 1000.000000 141.185785
625.000005000  1  3 148.001142  1000.000000
625.002445907  3  2 1000.000000 141.159928
626.000005000  1  3 148.015680  1000.000000
626.002445923  3  2 1000.000000 141.138351
627.000005000  1  3 148.033110  1000.000000
627.002445943  3  2 1000.000000 141.112423
628.000005000  1  3 148.047621  1000.000000
628.002445960  3  2 1000.000000 141.090787
629.000005000  1  3 148.065019  1000.000000
629.002445980  3  2 1000.000000 141.064787
630.000005000  1  3 148.082400  1000.000000
630.002446000  3  2 1000.000000 141.038749
631.000005000  1  3 148.096870  1000.000000
631.002446017  3  2 1000.000000 141.017021
632.000005000  1  3 148.114219  1000.000000
632.002446037  3  2 1000.000000 140.990911
633.000005000  1  3 148.128663  1000.000000
633.002446053  3  2 1000.000000 140.969123
634.000005000  1  3 148.145980  1000.000000
634.002446073  3  2 1000.000000 140.942941
635.000005000  1  3 148.160397  1000.000000
635.002446090  3  2 1000.000000 140.921092
636.000005000  1  3 148.177683  1000.000000
636.002446110  3  2 1000.000000 140.894838
637.000005000  1  3 148.192074  1000.000000
637.002446127  3  2 1000.000000 140.872928
638.000005000  1  3 148.209328  1000.000000
638.002446147  3  2 1000.000000 140.846601
639.000005000  1  3 148.226565  1000.000000
639.002446167  3  2 1000.000000 140.820233
640.000005000  1  3 148.240916  1000.000000
640.002446183  3  2 1000.000000 140.798230
641.000005000  1  3 148.258121  1000.000000
641.002446203  3  2 1000.000000 140.771789
642.000005000  1  3 148.272446  1000.000000
642.002446220  3  2 1000.000000 140.749724
643.000005000  1  3 148.289620  1000.000000
643.002446240  3  2 1000.000000 140.723209
644.000005000  1  3 148.303919  1000.000000
644.002446257  3  2 1000.000000 140.701082
645.000005000  1  3 148.321062  1000.000000
645.002446277  3  2 1000.000000 140.674492
646.000005000  1  3 148.335335  1000.000000
646.002446293  3  2 1000.000000 140.652303
647.000005000  1  3 148.352448  1000.000000
647.002446313  3  2 1000.000000 140.625639
648.000005000  1  3 148.369543  1000.000000
648.002446333  3  2 1000.000000 140.598934
649.000005000  1  3 148.383776  1000.000000
649.002446350  3  2 1000.000000 140.576648
650.000005000  1  3 148.400841  1000.000000
650.002446370  3  2 1000.000000 140.549867
651.000005000  1  3 148.415049  1000.000000
651.002446387  3  2 1000.000000 140.527518
652.000005000  1  3 148.432083  1000.000000
652.002446407  3  2 1000.000000 140.500662
653.000005000  1  3 148.446265  1000.000000
653.002446423  3  2 1000.000000 140.478250
654.000005000  1  3 148.463268  1000.000000
654.002446443  3  2 1000.000000 140.451317
655.000005000  1  3 148.477425  1000.000000
655.002446460  3  2 1000.000000 140.428840
656.000005000  1  3 148.494398  1000.000000
656.002446480  3  2 1000.000000 140.401831
657.000005000  1  3 148.511354  1000.000000
657.002446500  3  2 1000.000000 140.374779
658.000005000  1  3 148.525472  1000.000000
658.002446517  3  2 1000.000000 140.352203
659.000005000  1  3 148.542398  1000.000000
659.002446537  3  2 1000.000000 140.325074
660.000005000  1  3 148.556490  1000.000000
660.002446553  3  2 1000.000000 140.302434
661.000005000  1  3 148.573386  1000.000000
661.002446573  3  2 1000.000000 140.275227
662.000005000  1  3 148.587454  1000.000000
662.002446590  3  2 1000.000000 140.252522
663.000005000  1  3 148.604319  1000.000000
663.002446610  3  2 1000.000000 140.225236
664.000005000  1  3 148.618362  1000.000000
664.002446627  3  2 1000.000000 140.202465
665.000005000  1  3 148.635198  1000.000000
665.002446647  3  2 1000.000000 140.175101
666.000005000  1  3 148.652017  1000.000000
666.002446667  3  2 1000.000000 140.147694
667.000005000  1  3 148.666021  1000.000000
667.002446683  3  2 1000.000000 140.124821
668.000005000  1  3 148.682811  1000.000000
668.002446703  3  2 1000.000000 140.097334
669.000005000  1  3 148.696790  1000.000000
669.002446720  3  2 1000.000000 140.074395
670.000005000  1  3 148.713550  1000.000000
670.002446740  3  2 1000.000000 140.046828
671.000005000  1  3 148.727504  1000.000000
671.002446757  3  2 1000.000000 140.023822
672.000005000  1  3 148.744235  1000.000000
672.002446777  3  2 1000.000000 139.996174
673.000005000  1  3 148.758164  1000.000000
